number of threads, number of stars, time elapsed
0, 318, 11248.000000
0, 318, 11220.000000
0, 318, 11233.000000
0, 318, 11222.000000
0, 318, 11229.000000
0, 318, 11187.000000
0, 318, 11194.000000
0, 317, 11184.000000
0, 317, 11206.000000
0, 316, 11174.000000
0, 316, 11165.000000
0, 316, 11158.000000
0, 316, 11183.000000
0, 316, 11170.000000
0, 316, 11181.000000
0, 315, 11108.000000
0, 314, 11074.000000
0, 313, 11093.000000
0, 313, 11138.000000
0, 313, 11118.000000
0, 312, 11106.000000
0, 312, 11090.000000
0, 312, 11089.000000
0, 312, 11103.000000
0, 311, 11111.000000
0, 311, 11162.000000
0, 311, 11166.000000
0, 311, 11111.000000
0, 311, 11139.000000
0, 310, 11068.000000
0, 310, 11060.000000
0, 310, 11028.000000
0, 310, 11007.000000
0, 310, 11023.000000
0, 310, 10995.000000
0, 310, 10993.000000
0, 310, 10985.000000
0, 310, 11005.000000
0, 310, 11006.000000
0, 308, 10958.000000
0, 308, 10965.000000
0, 308, 11000.000000
0, 308, 10959.000000
0, 307, 10942.000000
0, 306, 10910.000000
0, 306, 10934.000000
0, 305, 10917.000000
0, 305, 10931.000000
0, 305, 10902.000000
0, 305, 10919.000000
0, 305, 10915.000000
0, 305, 10898.000000
0, 304, 10948.000000
0, 304, 10883.000000
0, 304, 10895.000000
0, 304, 10890.000000
0, 303, 10878.000000
0, 303, 10880.000000
0, 302, 10843.000000
0, 302, 10857.000000
0, 300, 10817.000000
0, 299, 10797.000000
0, 299, 10785.000000
0, 299, 10786.000000
0, 299, 10824.000000
0, 298, 10788.000000
0, 298, 10776.000000
0, 298, 10787.000000
0, 298, 10791.000000
0, 298, 10796.000000
0, 297, 10760.000000
0, 296, 10741.000000
0, 296, 10751.000000
0, 296, 10754.000000
0, 296, 10763.000000
0, 296, 10750.000000
0, 296, 10744.000000
0, 295, 10721.000000
0, 295, 10730.000000
0, 295, 10725.000000
0, 295, 10722.000000
0, 295, 10715.000000
0, 294, 10700.000000
0, 294, 10722.000000
0, 294, 10718.000000
0, 294, 10709.000000
0, 294, 10702.000000
0, 294, 10717.000000
0, 294, 11085.000000
0, 1071, 42848.000000
0, 1049, 40837.000000
0, 1029, 39862.000000
0, 1014, 38775.000000
0, 999, 37775.000000
0, 986, 37004.000000
0, 972, 36203.000000
0, 956, 35272.000000
0, 944, 34579.000000
0, 932, 33959.000000
0, 923, 33431.000000
0, 913, 32876.000000
0, 902, 32289.000000
0, 893, 31812.000000
0, 883, 31287.000000
0, 874, 30826.000000
0, 864, 30289.000000
0, 855, 29820.000000
0, 845, 29345.000000
0, 839, 29041.000000
0, 834, 28842.000000
0, 824, 28311.000000
0, 815, 27905.000000
0, 809, 27627.000000
0, 803, 27333.000000
0, 797, 27153.000000
0, 795, 26930.000000
0, 784, 26493.000000
0, 779, 26230.000000
0, 774, 26031.000000
0, 766, 25671.000000
0, 762, 25480.000000
0, 760, 25382.000000
0, 755, 25164.000000
0, 749, 24899.000000
0, 748, 24822.000000
0, 746, 24701.000000
0, 744, 24653.000000
0, 737, 24357.000000
0, 735, 24232.000000
0, 731, 24017.000000
0, 728, 23969.000000
0, 723, 23700.000000
0, 720, 23587.000000
0, 714, 23318.000000
0, 713, 23344.000000
0, 709, 23100.000000
0, 705, 22929.000000
0, 702, 22826.000000
0, 697, 22638.000000
0, 695, 22559.000000
0, 692, 22416.000000
0, 690, 22340.000000
0, 689, 22291.000000
0, 686, 22177.000000
0, 684, 22086.000000
0, 681, 22004.000000
0, 678, 21795.000000
0, 675, 21709.000000
0, 671, 21640.000000
0, 668, 21386.000000
0, 663, 21239.000000
0, 658, 21044.000000
0, 657, 21001.000000
0, 653, 20846.000000
0, 650, 20698.000000
0, 648, 20635.000000
0, 645, 20493.000000
0, 641, 20382.000000
0, 639, 20288.000000
0, 637, 20241.000000
0, 636, 20188.000000
0, 636, 20200.000000
0, 635, 20139.000000
0, 635, 20190.000000
0, 632, 20063.000000
0, 631, 19987.000000
0, 630, 19961.000000
0, 629, 19898.000000
0, 625, 19743.000000
0, 624, 19709.000000
0, 622, 19619.000000
0, 619, 19519.000000
0, 619, 19569.000000
0, 615, 19379.000000
0, 614, 19404.000000
0, 613, 19307.000000
0, 612, 19249.000000
0, 611, 19267.000000
0, 610, 20145.000000
0, 609, 20229.000000
0, 607, 19366.000000
0, 606, 19083.000000
0, 604, 19055.000000
0, 604, 19066.000000
0, 603, 18955.000000
0, 603, 18926.000000
0, 600, 18810.000000
0, 600, 18819.000000
0, 599, 18786.000000
0, 597, 18786.000000
0, 596, 18704.000000
0, 593, 18571.000000
0, 593, 18575.000000
0, 593, 18585.000000
0, 593, 18652.000000
0, 593, 18583.000000
0, 592, 18547.000000
0, 591, 18488.000000
0, 590, 18469.000000
0, 590, 18472.000000
0, 589, 18417.000000
0, 587, 18368.000000
0, 583, 18268.000000
0, 582, 18211.000000
0, 582, 18210.000000
0, 579, 18085.000000
0, 579, 18157.000000
0, 578, 18073.000000
0, 578, 18044.000000
0, 578, 18069.000000
0, 575, 18012.000000
0, 573, 17902.000000
0, 573, 17933.000000
0, 573, 17932.000000
0, 573, 17930.000000
0, 573, 17954.000000
0, 572, 17904.000000
0, 570, 17882.000000
0, 567, 17762.000000
0, 565, 17700.000000
0, 564, 17649.000000
0, 563, 17574.000000
0, 563, 17626.000000
0, 563, 17625.000000
0, 561, 17605.000000
0, 560, 17582.000000
0, 559, 17519.000000
0, 558, 17447.000000
0, 558, 17469.000000
0, 558, 17478.000000
0, 557, 17417.000000
0, 556, 17408.000000
0, 555, 17369.000000
0, 554, 17330.000000
0, 553, 17277.000000
0, 553, 17278.000000
0, 553, 17295.000000
0, 552, 17255.000000
0, 551, 17256.000000
0, 550, 17173.000000
0, 549, 17200.000000
0, 549, 17153.000000
0, 548, 17106.000000
0, 548, 17071.000000
0, 546, 16999.000000
0, 546, 17044.000000
0, 546, 17005.000000
0, 545, 17007.000000
0, 545, 17017.000000
0, 543, 16924.000000
0, 543, 16937.000000
0, 543, 16960.000000
0, 543, 16914.000000
0, 540, 16842.000000
0, 540, 16802.000000
0, 539, 16765.000000
0, 539, 16815.000000
0, 539, 16770.000000
0, 539, 16835.000000
0, 538, 16789.000000
0, 537, 16783.000000
0, 537, 16779.000000
0, 537, 16759.000000
0, 536, 16733.000000
0, 535, 16709.000000
0, 534, 16658.000000
0, 534, 16648.000000
0, 532, 16584.000000
0, 532, 16550.000000
0, 532, 16571.000000
0, 532, 16547.000000
0, 532, 16526.000000
0, 532, 16576.000000
0, 532, 16597.000000
0, 531, 16605.000000
0, 530, 16551.000000
0, 530, 16535.000000
0, 529, 16500.000000
0, 529, 16527.000000
0, 529, 16510.000000
0, 527, 16477.000000
0, 526, 16462.000000
0, 526, 16443.000000
0, 526, 16403.000000
0, 525, 16511.000000
0, 525, 16490.000000
0, 524, 16366.000000
0, 524, 16317.000000
0, 522, 16291.000000
0, 520, 16181.000000
0, 520, 16215.000000
0, 519, 16222.000000
0, 519, 16181.000000
0, 517, 16119.000000
0, 517, 16124.000000
0, 516, 16140.000000
0, 516, 16054.000000
0, 516, 16094.000000
0, 515, 16066.000000
0, 515, 16049.000000
0, 515, 16078.000000
0, 515, 16103.000000
0, 513, 15967.000000
0, 512, 15958.000000
0, 511, 15976.000000
0, 509, 15884.000000
0, 509, 15891.000000
0, 509, 15889.000000
0, 508, 15844.000000
0, 507, 15839.000000
0, 506, 15806.000000
0, 506, 15769.000000
0, 506, 15952.000000
0, 505, 15857.000000
0, 505, 15776.000000
0, 505, 15755.000000
0, 505, 15761.000000
0, 504, 15858.000000
0, 504, 15748.000000
0, 502, 15621.000000
0, 502, 15676.000000
0, 501, 15601.000000
0, 501, 15597.000000
0, 500, 15583.000000
0, 499, 15567.000000
0, 498, 15525.000000
0, 498, 15555.000000
0, 497, 15488.000000
0, 497, 15473.000000
0, 497, 15618.000000
0, 497, 15528.000000
0, 497, 15513.000000
0, 497, 15527.000000
0, 497, 15496.000000
0, 497, 15462.000000
0, 497, 15598.000000
0, 496, 15541.000000
0, 496, 15438.000000
0, 496, 15477.000000
0, 496, 15466.000000
0, 496, 15437.000000
0, 494, 15419.000000
0, 494, 15385.000000
0, 494, 15391.000000
0, 494, 15396.000000
0, 494, 15373.000000
0, 494, 15391.000000
0, 494, 15384.000000
0, 494, 15369.000000
0, 493, 15378.000000
0, 493, 15419.000000
0, 492, 15356.000000
0, 492, 15403.000000
0, 492, 15383.000000
0, 491, 15307.000000
0, 491, 15366.000000
0, 491, 15327.000000
0, 491, 15291.000000
0, 491, 15331.000000
0, 491, 15328.000000
0, 491, 15370.000000
0, 491, 15345.000000
0, 491, 15391.000000
0, 491, 15380.000000
0, 490, 15364.000000
0, 490, 15338.000000
0, 490, 15357.000000
0, 490, 15306.000000
0, 490, 15376.000000
0, 490, 15352.000000
0, 490, 15354.000000
0, 490, 15312.000000
0, 489, 15343.000000
0, 488, 15265.000000
0, 488, 15306.000000
0, 486, 15265.000000
0, 486, 15233.000000
0, 486, 15344.000000
0, 485, 15255.000000
0, 484, 15158.000000
0, 484, 15150.000000
0, 484, 15093.000000
0, 484, 15164.000000
0, 484, 15155.000000
0, 484, 15145.000000
0, 484, 15193.000000
0, 484, 15174.000000
0, 483, 15165.000000
0, 483, 15198.000000
0, 483, 15141.000000
0, 483, 15141.000000
0, 483, 15122.000000
0, 483, 15159.000000
0, 482, 15091.000000
0, 481, 15117.000000
0, 481, 15095.000000
0, 481, 15059.000000
0, 479, 15007.000000
0, 479, 15015.000000
0, 479, 14987.000000
0, 479, 14990.000000
0, 478, 15040.000000
0, 477, 14958.000000
0, 477, 15510.000000
0, 477, 15175.000000
0, 477, 15053.000000
0, 476, 14918.000000
0, 475, 14929.000000
0, 475, 14956.000000
0, 474, 14874.000000
0, 474, 14882.000000
